date,action,rule,interface_in,ipsrc,ipdst,proto,portsrc,portdst,year,month,day,timestamp,portsrc_range,portdst_range,hour,ipsrc_class,ipdst_class,isprivatesrc,isprivatedst
2024-03-10 14:45:56,PERMIT,4.0,eth0,132.55.150.188,172.17.0.2,TCP,36958.0,80.0,2024,3,10,14:45:56,Registered,well-known,14,B,B,Public,Private
2024-03-10 14:45:56,PERMIT,4.0,eth0,28.22.46.114,172.17.0.2,TCP,36958.0,80.0,2024,3,10,14:45:56,Registered,well-known,14,A,B,Public,Private
2024-03-10 14:45:56,PERMIT,4.0,eth0,197.83.32.193,172.17.0.2,TCP,36958.0,80.0,2024,3,10,14:45:56,Registered,well-known,14,C,B,Public,Private
2024-03-10 14:45:56,PERMIT,5.0,eth0,163.105.149.177,172.17.0.2,TCP,36958.0,3306.0,2024,3,10,14:45:56,Registered,Registered,14,B,B,Public,Private
2024-03-10 14:45:56,PERMIT,5.0,eth0,172.17.0.3,172.17.0.2,TCP,36958.0,3306.0,2024,3,10,14:45:56,Registered,Registered,14,B,B,Private,Private
2024-03-10 14:45:56,PERMIT,5.0,eth0,132.55.150.188,172.17.0.2,TCP,36958.0,3306.0,2024,3,10,14:45:56,Registered,Registered,14,B,B,Public,Private
2024-03-10 14:45:56,PERMIT,5.0,eth0,28.22.46.114,172.17.0.2,TCP,36958.0,3306.0,2024,3,10,14:45:56,Registered,Registered,14,A,B,Public,Private
2024-03-10 14:45:56,PERMIT,5.0,eth0,197.83.32.193,172.17.0.2,TCP,36958.0,3306.0,2024,3,10,14:45:56,Registered,Registered,14,C,B,Public,Private
2024-03-10 14:45:56,PERMIT,3.0,eth0,163.105.149.177,172.17.0.2,TCP,36958.0,21.0,2024,3,10,14:45:56,Registered,well-known,14,B,B,Public,Private
2024-03-10 14:45:56,PERMIT,3.0,eth0,172.17.0.3,172.17.0.2,TCP,36958.0,21.0,2024,3,10,14:45:56,Registered,well-known,14,B,B,Private,Private
2024-03-10 14:45:56,PERMIT,3.0,eth0,132.55.150.188,172.17.0.2,TCP,36958.0,21.0,2024,3,10,14:45:56,Registered,well-known,14,B,B,Public,Private
2024-03-10 14:45:57,PERMIT,3.0,eth0,28.22.46.114,172.17.0.2,TCP,36958.0,21.0,2024,3,10,14:45:57,Registered,well-known,14,A,B,Public,Private
2024-03-10 14:45:57,PERMIT,3.0,eth0,197.83.32.193,172.17.0.2,TCP,36958.0,21.0,2024,3,10,14:45:57,Registered,well-known,14,C,B,Public,Private
2024-03-10 14:46:24,DENY,34.0,eth0,10.0.0.1,172.17.0.2,TCP,42375.0,25.0,2024,3,10,14:46:24,Registered,well-known,14,A,B,Private,Private
2024-03-10 14:46:24,DENY,34.0,eth0,192.168.4.1,172.17.0.2,TCP,42375.0,25.0,2024,3,10,14:46:24,Registered,well-known,14,C,B,Private,Private
2024-03-10 14:46:24,DENY,34.0,eth0,172.156.2.26,172.17.0.2,TCP,42375.0,25.0,2024,3,10,14:46:24,Registered,well-known,14,B,B,Private,Private
2024-03-10 14:46:24,DENY,34.0,eth0,192.168.1.0,172.17.0.2,TCP,42375.0,25.0,2024,3,10,14:46:24,Registered,well-known,14,C,B,Private,Private
2024-03-10 14:46:24,DENY,34.0,eth0,10.10.1.101,172.17.0.2,TCP,42375.0,25.0,2024,3,10,14:46:24,Registered,well-known,14,A,B,Private,Private
2024-03-10 14:46:24,PERMIT,2.0,eth0,10.0.0.1,172.17.0.2,TCP,42375.0,23.0,2024,3,10,14:46:24,Registered,well-known,14,A,B,Private,Private
2024-03-10 14:46:24,PERMIT,2.0,eth0,192.168.4.1,172.17.0.2,TCP,42375.0,23.0,2024,3,10,14:46:24,Registered,well-known,14,C,B,Private,Private
2024-03-10 14:46:24,PERMIT,2.0,eth0,172.156.2.26,172.17.0.2,TCP,42375.0,23.0,2024,3,10,14:46:24,Registered,well-known,14,B,B,Private,Private
2024-03-10 14:46:24,PERMIT,2.0,eth0,192.168.1.0,172.17.0.2,TCP,42375.0,23.0,2024,3,10,14:46:24,Registered,well-known,14,C,B,Private,Private
2024-03-10 14:46:24,PERMIT,2.0,eth0,10.10.1.101,172.17.0.2,TCP,42375.0,23.0,2024,3,10,14:46:24,Registered,well-known,14,A,B,Private,Private
2024-03-10 14:46:24,PERMIT,3.0,eth0,10.0.0.1,172.17.0.2,TCP,42375.0,21.0,2024,3,10,14:46:24,Registered,well-known,14,A,B,Private,Private
2024-03-10 14:46:24,PERMIT,3.0,eth0,192.168.4.1,172.17.0.2,TCP,42375.0,21.0,2024,3,10,14:46:24,Registered,well-known,14,C,B,Private,Private
2024-03-10 14:46:24,PERMIT,3.0,eth0,172.156.2.26,172.17.0.2,TCP,42375.0,21.0,2024,3,10,14:46:24,Registered,well-known,14,B,B,Private,Private
2024-03-10 14:46:24,PERMIT,3.0,eth0,192.168.1.0,172.17.0.2,TCP,42375.0,21.0,2024,3,10,14:46:24,Registered,well-known,14,C,B,Private,Private
2024-03-10 14:46:24,PERMIT,3.0,eth0,10.10.1.101,172.17.0.2,TCP,42375.0,21.0,2024,3,10,14:46:24,Registered,well-known,14,A,B,Private,Private
2024-03-10 14:46:24,PERMIT,4.0,eth0,10.0.0.1,172.17.0.2,TCP,42375.0,80.0,2024,3,10,14:46:24,Registered,well-known,14,A,B,Private,Private
2024-03-10 14:46:24,PERMIT,4.0,eth0,192.168.4.1,172.17.0.2,TCP,42375.0,80.0,2024,3,10,14:46:24,Registered,well-known,14,C,B,Private,Private
2024-03-10 14:46:24,PERMIT,4.0,eth0,172.156.2.26,172.17.0.2,TCP,42375.0,80.0,2024,3,10,14:46:24,Registered,well-known,14,B,B,Private,Private
2024-03-10 14:46:24,PERMIT,4.0,eth0,192.168.1.0,172.17.0.2,TCP,42375.0,80.0,2024,3,10,14:46:24,Registered,well-known,14,C,B,Private,Private
2024-03-10 14:46:24,PERMIT,4.0,eth0,10.10.1.101,172.17.0.2,TCP,42375.0,80.0,2024,3,10,14:46:24,Registered,well-known,14,A,B,Private,Private
2024-03-10 14:46:24,PERMIT,5.0,eth0,10.0.0.1,172.17.0.2,TCP,42375.0,3306.0,2024,3,10,14:46:24,Registered,Registered,14,A,B,Private,Private
2024-03-10 14:46:24,PERMIT,5.0,eth0,192.168.4.1,172.17.0.2,TCP,42375.0,3306.0,2024,3,10,14:46:24,Registered,Registered,14,C,B,Private,Private
2024-03-10 14:46:24,PERMIT,5.0,eth0,172.156.2.26,172.17.0.2,TCP,42375.0,3306.0,2024,3,10,14:46:24,Registered,Registered,14,B,B,Private,Private
2024-03-10 14:46:25,PERMIT,5.0,eth0,192.168.1.0,172.17.0.2,TCP,42375.0,3306.0,2024,3,10,14:46:25,Registered,Registered,14,C,B,Private,Private
2024-03-10 14:46:25,PERMIT,5.0,eth0,10.10.1.101,172.17.0.2,TCP,42375.0,3306.0,2024,3,10,14:46:25,Registered,Registered,14,A,B,Private,Private
2024-03-10 14:47:07,DENY,34.0,eth0,172.17.0.3,172.17.0.2,TCP,55669.0,25.0,2024,3,10,14:47:07,Dynamic,well-known,14,B,B,Private,Private
2024-03-10 14:47:07,DENY,34.0,eth0,172.17.0.3,172.17.0.2,TCP,55669.0,8080.0,2024,3,10,14:47:07,Dynamic,Registered,14,B,B,Private,Private
2024-03-10 14:47:07,PERMIT,5.0,eth0,172.17.0.3,172.17.0.2,TCP,55669.0,3306.0,2024,3,10,14:47:07,Dynamic,Registered,14,B,B,Private,Private
2024-03-10 14:47:07,DENY,34.0,eth0,172.17.0.3,172.17.0.2,TCP,55669.0,3389.0,2024,3,10,14:47:07,Dynamic,Registered,14,B,B,Private,Private
2024-03-10 14:47:07,DENY,34.0,eth0,172.17.0.3,172.17.0.2,TCP,55669.0,445.0,2024,3,10,14:47:07,Dynamic,well-known,14,B,B,Private,Private
2024-03-10 14:47:07,PERMIT,3.0,eth0,172.17.0.3,172.17.0.2,TCP,55669.0,21.0,2024,3,10,14:47:07,Dynamic,well-known,14,B,B,Private,Private
2024-03-10 14:47:07,PERMIT,4.0,eth0,172.17.0.3,172.17.0.2,TCP,55669.0,80.0,2024,3,10,14:47:07,Dynamic,well-known,14,B,B,Private,Private
2024-03-10 14:47:07,PERMIT,2.0,eth0,172.17.0.3,172.17.0.2,TCP,55669.0,23.0,2024,3,10,14:47:07,Dynamic,well-known,14,B,B,Private,Private
2024-03-10 14:47:07,PERMIT,3.0,eth0,172.17.0.3,172.17.0.2,TCP,55669.0,20.0,2024,3,10,14:47:07,Dynamic,well-known,14,B,B,Private,Private
2024-03-10 14:51:09,DENY,34.0,eth0,159.84.10.1,172.17.0.2,TCP,50448.0,199.0,2024,3,10,14:51:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:51:09,DENY,34.0,eth0,172.17.0.3,172.17.0.2,TCP,50448.0,199.0,2024,3,10,14:51:09,Dynamic,well-known,14,B,B,Private,Private
2024-03-10 14:51:09,DENY,34.0,eth0,159.84.20.2,172.17.0.2,TCP,50448.0,199.0,2024,3,10,14:51:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:51:09,DENY,34.0,eth0,159.84.30.3,172.17.0.2,TCP,50448.0,199.0,2024,3,10,14:51:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:51:09,DENY,34.0,eth0,159.84.40.4,172.17.0.2,TCP,50448.0,199.0,2024,3,10,14:51:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:51:09,PERMIT,3.0,eth0,159.84.10.1,172.17.0.2,TCP,50448.0,21.0,2024,3,10,14:51:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:51:09,PERMIT,3.0,eth0,172.17.0.3,172.17.0.2,TCP,50448.0,21.0,2024,3,10,14:51:09,Dynamic,well-known,14,B,B,Private,Private
2024-03-10 14:51:09,PERMIT,3.0,eth0,159.84.20.2,172.17.0.2,TCP,50448.0,21.0,2024,3,10,14:51:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:51:09,PERMIT,3.0,eth0,159.84.30.3,172.17.0.2,TCP,50448.0,21.0,2024,3,10,14:51:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:51:09,PERMIT,3.0,eth0,159.84.40.4,172.17.0.2,TCP,50448.0,21.0,2024,3,10,14:51:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:51:09,PERMIT,5.0,eth0,159.84.10.1,172.17.0.2,TCP,50448.0,3306.0,2024,3,10,14:51:09,Dynamic,Registered,14,B,B,Public,Private
2024-03-10 14:51:09,PERMIT,5.0,eth0,172.17.0.3,172.17.0.2,TCP,50448.0,3306.0,2024,3,10,14:51:09,Dynamic,Registered,14,B,B,Private,Private
2024-03-10 14:51:09,PERMIT,5.0,eth0,159.84.20.2,172.17.0.2,TCP,50448.0,3306.0,2024,3,10,14:51:09,Dynamic,Registered,14,B,B,Public,Private
2024-03-10 14:51:09,PERMIT,5.0,eth0,159.84.30.3,172.17.0.2,TCP,50448.0,3306.0,2024,3,10,14:51:09,Dynamic,Registered,14,B,B,Public,Private
2024-03-10 14:51:09,PERMIT,5.0,eth0,159.84.40.4,172.17.0.2,TCP,50448.0,3306.0,2024,3,10,14:51:09,Dynamic,Registered,14,B,B,Public,Private
2024-03-10 14:51:09,PERMIT,4.0,eth0,159.84.10.1,172.17.0.2,TCP,50448.0,80.0,2024,3,10,14:51:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:51:09,PERMIT,4.0,eth0,172.17.0.3,172.17.0.2,TCP,50448.0,80.0,2024,3,10,14:51:09,Dynamic,well-known,14,B,B,Private,Private
2024-03-10 14:51:09,PERMIT,4.0,eth0,159.84.20.2,172.17.0.2,TCP,50448.0,80.0,2024,3,10,14:51:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:51:09,PERMIT,4.0,eth0,159.84.30.3,172.17.0.2,TCP,50448.0,80.0,2024,3,10,14:51:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:51:09,PERMIT,4.0,eth0,159.84.40.4,172.17.0.2,TCP,50448.0,80.0,2024,3,10,14:51:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:51:09,PERMIT,2.0,eth0,159.84.10.1,172.17.0.2,TCP,50448.0,23.0,2024,3,10,14:51:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:51:09,PERMIT,2.0,eth0,172.17.0.3,172.17.0.2,TCP,50448.0,23.0,2024,3,10,14:51:09,Dynamic,well-known,14,B,B,Private,Private
2024-03-10 14:51:09,PERMIT,2.0,eth0,159.84.20.2,172.17.0.2,TCP,50448.0,23.0,2024,3,10,14:51:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:51:10,PERMIT,2.0,eth0,159.84.30.3,172.17.0.2,TCP,50448.0,23.0,2024,3,10,14:51:10,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:51:10,PERMIT,2.0,eth0,159.84.40.4,172.17.0.2,TCP,50448.0,23.0,2024,3,10,14:51:10,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:52:09,DENY,34.0,eth0,159.84.10.1,172.17.0.2,TCP,50960.0,110.0,2024,3,10,14:52:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:52:09,DENY,34.0,eth0,159.84.20.2,172.17.0.2,TCP,50960.0,110.0,2024,3,10,14:52:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:52:09,DENY,34.0,eth0,159.84.30.3,172.17.0.2,TCP,50960.0,110.0,2024,3,10,14:52:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:52:09,DENY,34.0,eth0,159.84.40.4,172.17.0.2,TCP,50960.0,110.0,2024,3,10,14:52:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:52:09,DENY,34.0,eth0,172.17.0.3,172.17.0.2,TCP,50960.0,110.0,2024,3,10,14:52:09,Dynamic,well-known,14,B,B,Private,Private
2024-03-10 14:52:09,PERMIT,5.0,eth0,159.84.10.1,172.17.0.2,TCP,50960.0,3306.0,2024,3,10,14:52:09,Dynamic,Registered,14,B,B,Public,Private
2024-03-10 14:52:09,PERMIT,5.0,eth0,159.84.20.2,172.17.0.2,TCP,50960.0,3306.0,2024,3,10,14:52:09,Dynamic,Registered,14,B,B,Public,Private
2024-03-10 14:52:09,PERMIT,5.0,eth0,159.84.30.3,172.17.0.2,TCP,50960.0,3306.0,2024,3,10,14:52:09,Dynamic,Registered,14,B,B,Public,Private
2024-03-10 14:52:09,PERMIT,5.0,eth0,159.84.40.4,172.17.0.2,TCP,50960.0,3306.0,2024,3,10,14:52:09,Dynamic,Registered,14,B,B,Public,Private
2024-03-10 14:52:09,PERMIT,5.0,eth0,172.17.0.3,172.17.0.2,TCP,50960.0,3306.0,2024,3,10,14:52:09,Dynamic,Registered,14,B,B,Private,Private
2024-03-10 14:52:09,PERMIT,4.0,eth0,159.84.10.1,172.17.0.2,TCP,50960.0,80.0,2024,3,10,14:52:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:52:09,PERMIT,4.0,eth0,159.84.20.2,172.17.0.2,TCP,50960.0,80.0,2024,3,10,14:52:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:52:09,PERMIT,4.0,eth0,159.84.30.3,172.17.0.2,TCP,50960.0,80.0,2024,3,10,14:52:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:52:09,PERMIT,4.0,eth0,159.84.40.4,172.17.0.2,TCP,50960.0,80.0,2024,3,10,14:52:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:52:09,PERMIT,4.0,eth0,172.17.0.3,172.17.0.2,TCP,50960.0,80.0,2024,3,10,14:52:09,Dynamic,well-known,14,B,B,Private,Private
2024-03-10 14:52:09,PERMIT,3.0,eth0,159.84.10.1,172.17.0.2,TCP,50960.0,21.0,2024,3,10,14:52:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:52:09,PERMIT,3.0,eth0,159.84.20.2,172.17.0.2,TCP,50960.0,21.0,2024,3,10,14:52:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:52:09,PERMIT,3.0,eth0,159.84.30.3,172.17.0.2,TCP,50960.0,21.0,2024,3,10,14:52:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:52:09,PERMIT,3.0,eth0,159.84.40.4,172.17.0.2,TCP,50960.0,21.0,2024,3,10,14:52:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:52:09,PERMIT,3.0,eth0,172.17.0.3,172.17.0.2,TCP,50960.0,21.0,2024,3,10,14:52:09,Dynamic,well-known,14,B,B,Private,Private
2024-03-10 14:52:09,PERMIT,2.0,eth0,159.84.10.1,172.17.0.2,TCP,50960.0,23.0,2024,3,10,14:52:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:52:09,PERMIT,2.0,eth0,159.84.20.2,172.17.0.2,TCP,50960.0,23.0,2024,3,10,14:52:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:52:09,PERMIT,2.0,eth0,159.84.30.3,172.17.0.2,TCP,50960.0,23.0,2024,3,10,14:52:09,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:52:10,PERMIT,2.0,eth0,159.84.40.4,172.17.0.2,TCP,50960.0,23.0,2024,3,10,14:52:10,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:52:10,PERMIT,2.0,eth0,172.17.0.3,172.17.0.2,TCP,50960.0,23.0,2024,3,10,14:52:10,Dynamic,well-known,14,B,B,Private,Private
2024-03-10 14:52:21,DENY,34.0,eth0,159.84.10.1,172.17.0.2,TCP,33987.0,25.0,2024,3,10,14:52:21,Registered,well-known,14,B,B,Public,Private
2024-03-10 14:52:21,DENY,34.0,eth0,159.84.20.2,172.17.0.2,TCP,33987.0,25.0,2024,3,10,14:52:21,Registered,well-known,14,B,B,Public,Private
2024-03-10 14:52:21,DENY,34.0,eth0,172.17.0.3,172.17.0.2,TCP,33987.0,25.0,2024,3,10,14:52:21,Registered,well-known,14,B,B,Private,Private
2024-03-10 14:52:21,DENY,34.0,eth0,159.84.30.3,172.17.0.2,TCP,33987.0,25.0,2024,3,10,14:52:21,Registered,well-known,14,B,B,Public,Private
2024-03-10 14:52:21,DENY,34.0,eth0,159.84.40.4,172.17.0.2,TCP,33987.0,25.0,2024,3,10,14:52:21,Registered,well-known,14,B,B,Public,Private
2024-03-10 14:52:21,PERMIT,5.0,eth0,159.84.10.1,172.17.0.2,TCP,33987.0,3306.0,2024,3,10,14:52:21,Registered,Registered,14,B,B,Public,Private
2024-03-10 14:52:21,PERMIT,5.0,eth0,159.84.20.2,172.17.0.2,TCP,33987.0,3306.0,2024,3,10,14:52:21,Registered,Registered,14,B,B,Public,Private
2024-03-10 14:52:21,PERMIT,5.0,eth0,172.17.0.3,172.17.0.2,TCP,33987.0,3306.0,2024,3,10,14:52:21,Registered,Registered,14,B,B,Private,Private
2024-03-10 14:52:21,PERMIT,5.0,eth0,159.84.30.3,172.17.0.2,TCP,33987.0,3306.0,2024,3,10,14:52:21,Registered,Registered,14,B,B,Public,Private
2024-03-10 14:52:21,PERMIT,5.0,eth0,159.84.40.4,172.17.0.2,TCP,33987.0,3306.0,2024,3,10,14:52:21,Registered,Registered,14,B,B,Public,Private
2024-03-10 14:52:21,PERMIT,3.0,eth0,159.84.10.1,172.17.0.2,TCP,33987.0,21.0,2024,3,10,14:52:21,Registered,well-known,14,B,B,Public,Private
2024-03-10 14:52:21,PERMIT,3.0,eth0,159.84.20.2,172.17.0.2,TCP,33987.0,21.0,2024,3,10,14:52:21,Registered,well-known,14,B,B,Public,Private
2024-03-10 14:52:21,PERMIT,3.0,eth0,172.17.0.3,172.17.0.2,TCP,33987.0,21.0,2024,3,10,14:52:21,Registered,well-known,14,B,B,Private,Private
2024-03-10 14:52:21,PERMIT,3.0,eth0,159.84.30.3,172.17.0.2,TCP,33987.0,21.0,2024,3,10,14:52:21,Registered,well-known,14,B,B,Public,Private
2024-03-10 14:52:21,PERMIT,3.0,eth0,159.84.40.4,172.17.0.2,TCP,33987.0,21.0,2024,3,10,14:52:21,Registered,well-known,14,B,B,Public,Private
2024-03-10 14:52:21,PERMIT,2.0,eth0,159.84.10.1,172.17.0.2,TCP,33987.0,23.0,2024,3,10,14:52:21,Registered,well-known,14,B,B,Public,Private
2024-03-10 14:52:21,PERMIT,2.0,eth0,159.84.20.2,172.17.0.2,TCP,33987.0,23.0,2024,3,10,14:52:21,Registered,well-known,14,B,B,Public,Private
2024-03-10 14:52:21,PERMIT,2.0,eth0,172.17.0.3,172.17.0.2,TCP,33987.0,23.0,2024,3,10,14:52:21,Registered,well-known,14,B,B,Private,Private
2024-03-10 14:52:21,PERMIT,2.0,eth0,159.84.30.3,172.17.0.2,TCP,33987.0,23.0,2024,3,10,14:52:21,Registered,well-known,14,B,B,Public,Private
2024-03-10 14:52:21,PERMIT,2.0,eth0,159.84.40.4,172.17.0.2,TCP,33987.0,23.0,2024,3,10,14:52:21,Registered,well-known,14,B,B,Public,Private
2024-03-10 14:52:21,PERMIT,4.0,eth0,159.84.10.1,172.17.0.2,TCP,33987.0,80.0,2024,3,10,14:52:21,Registered,well-known,14,B,B,Public,Private
2024-03-10 14:52:21,PERMIT,4.0,eth0,159.84.20.2,172.17.0.2,TCP,33987.0,80.0,2024,3,10,14:52:21,Registered,well-known,14,B,B,Public,Private
2024-03-10 14:52:21,PERMIT,4.0,eth0,172.17.0.3,172.17.0.2,TCP,33987.0,80.0,2024,3,10,14:52:21,Registered,well-known,14,B,B,Private,Private
2024-03-10 14:52:22,PERMIT,4.0,eth0,159.84.30.3,172.17.0.2,TCP,33987.0,80.0,2024,3,10,14:52:22,Registered,well-known,14,B,B,Public,Private
2024-03-10 14:52:22,PERMIT,4.0,eth0,159.84.40.4,172.17.0.2,TCP,33987.0,80.0,2024,3,10,14:52:22,Registered,well-known,14,B,B,Public,Private
2024-03-10 14:53:00,PERMIT,1.0,eth0,172.17.0.3,172.17.0.2,TCP,57698.0,22.0,2024,3,10,14:53:00,Dynamic,well-known,14,B,B,Private,Private
2024-03-10 14:53:00,PERMIT,1.0,eth0,159.84.10.1,172.17.0.2,TCP,57698.0,22.0,2024,3,10,14:53:00,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:53:00,PERMIT,1.0,eth0,159.84.20.2,172.17.0.2,TCP,57698.0,22.0,2024,3,10,14:53:00,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:53:00,PERMIT,1.0,eth0,159.84.30.3,172.17.0.2,TCP,57698.0,22.0,2024,3,10,14:53:00,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:53:00,PERMIT,1.0,eth0,159.84.40.4,172.17.0.2,TCP,57698.0,22.0,2024,3,10,14:53:00,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:53:00,PERMIT,5.0,eth0,172.17.0.3,172.17.0.2,TCP,57698.0,3306.0,2024,3,10,14:53:00,Dynamic,Registered,14,B,B,Private,Private
2024-03-10 14:53:00,PERMIT,5.0,eth0,159.84.10.1,172.17.0.2,TCP,57698.0,3306.0,2024,3,10,14:53:00,Dynamic,Registered,14,B,B,Public,Private
2024-03-10 14:53:00,PERMIT,5.0,eth0,159.84.20.2,172.17.0.2,TCP,57698.0,3306.0,2024,3,10,14:53:00,Dynamic,Registered,14,B,B,Public,Private
2024-03-10 14:53:00,PERMIT,5.0,eth0,159.84.30.3,172.17.0.2,TCP,57698.0,3306.0,2024,3,10,14:53:00,Dynamic,Registered,14,B,B,Public,Private
2024-03-10 14:53:00,PERMIT,5.0,eth0,159.84.40.4,172.17.0.2,TCP,57698.0,3306.0,2024,3,10,14:53:00,Dynamic,Registered,14,B,B,Public,Private
2024-03-10 14:53:00,PERMIT,2.0,eth0,172.17.0.3,172.17.0.2,TCP,57698.0,23.0,2024,3,10,14:53:00,Dynamic,well-known,14,B,B,Private,Private
2024-03-10 14:53:00,PERMIT,2.0,eth0,159.84.10.1,172.17.0.2,TCP,57698.0,23.0,2024,3,10,14:53:00,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:53:00,PERMIT,2.0,eth0,159.84.20.2,172.17.0.2,TCP,57698.0,23.0,2024,3,10,14:53:00,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:53:00,PERMIT,2.0,eth0,159.84.30.3,172.17.0.2,TCP,57698.0,23.0,2024,3,10,14:53:00,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:53:00,PERMIT,2.0,eth0,159.84.40.4,172.17.0.2,TCP,57698.0,23.0,2024,3,10,14:53:00,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:53:00,PERMIT,3.0,eth0,172.17.0.3,172.17.0.2,TCP,57698.0,21.0,2024,3,10,14:53:00,Dynamic,well-known,14,B,B,Private,Private
2024-03-10 14:53:00,PERMIT,3.0,eth0,159.84.10.1,172.17.0.2,TCP,57698.0,21.0,2024,3,10,14:53:00,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:53:00,PERMIT,3.0,eth0,159.84.20.2,172.17.0.2,TCP,57698.0,21.0,2024,3,10,14:53:00,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:53:00,PERMIT,3.0,eth0,159.84.30.3,172.17.0.2,TCP,57698.0,21.0,2024,3,10,14:53:00,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:53:00,PERMIT,3.0,eth0,159.84.40.4,172.17.0.2,TCP,57698.0,21.0,2024,3,10,14:53:00,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:53:00,PERMIT,4.0,eth0,172.17.0.3,172.17.0.2,TCP,57698.0,80.0,2024,3,10,14:53:00,Dynamic,well-known,14,B,B,Private,Private
2024-03-10 14:53:00,PERMIT,4.0,eth0,159.84.10.1,172.17.0.2,TCP,57698.0,80.0,2024,3,10,14:53:00,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:53:00,PERMIT,4.0,eth0,159.84.20.2,172.17.0.2,TCP,57698.0,80.0,2024,3,10,14:53:00,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:53:01,PERMIT,4.0,eth0,159.84.30.3,172.17.0.2,TCP,57698.0,80.0,2024,3,10,14:53:01,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:53:01,PERMIT,4.0,eth0,159.84.40.4,172.17.0.2,TCP,57698.0,80.0,2024,3,10,14:53:01,Dynamic,well-known,14,B,B,Public,Private
2024-03-10 14:58:05,PERMIT,3.0,eth0,172.17.0.3,172.17.0.2,TCP,43354.0,21.0,2024,3,10,14:58:05,Registered,well-known,14,B,B,Private,Private
2024-03-10 14:58:05,PERMIT,3.0,eth0,172.17.0.3,172.17.0.2,TCP,43358.0,21.0,2024,3,10,14:58:05,Registered,well-known,14,B,B,Private,Private
2024-03-10 14:58:05,PERMIT,3.0,eth0,172.17.0.3,172.17.0.2,TCP,43370.0,21.0,2024,3,10,14:58:05,Registered,well-known,14,B,B,Private,Private
2024-03-10 14:58:05,PERMIT,3.0,eth0,172.17.0.3,172.17.0.2,TCP,43378.0,21.0,2024,3,10,14:58:05,Registered,well-known,14,B,B,Private,Private
2024-03-10 14:58:05,PERMIT,3.0,eth0,172.17.0.3,172.17.0.2,TCP,43388.0,21.0,2024,3,10,14:58:05,Registered,well-known,14,B,B,Private,Private
2024-03-10 14:58:08,PERMIT,3.0,eth0,172.17.0.3,172.17.0.2,TCP,43510.0,21.0,2024,3,10,14:58:08,Registered,well-known,14,B,B,Private,Private
2024-03-10 14:58:08,PERMIT,3.0,eth0,172.17.0.3,172.17.0.2,TCP,43508.0,21.0,2024,3,10,14:58:08,Registered,well-known,14,B,B,Private,Private
